,age,sex,smoker,pren_prod,pren_comp,point_sales,product_type,dist_channel,pay_freq,pay_method,profession,evento,time
1457,27,0,1,24.0,0.0,1,7,2,3,0,1,False,3884.0
3437,42,1,1,42.5,16.5,1,7,2,3,1,1,True,468.0
2130,48,1,1,86.5,93.08,1,8,2,3,1,1,True,262.0
708,26,0,1,444.0,31.28,2,8,1,3,0,1,True,360.0
6949,38,0,1,39.27,0.0,1,8,2,3,1,1,True,408.0
2458,33,0,1,41.5,0.0,1,8,2,3,0,1,True,2492.0
5578,40,1,1,33.9,0.45,1,8,2,1,1,0,True,1941.0
510,29,0,1,228.0,4.65,3,8,0,3,1,1,False,1171.0
263,37,0,1,1008.0,0.0,0,8,1,3,1,1,True,752.0
3571,51,1,1,1232.4,0.0,0,1,1,0,0,1,True,497.0
4640,29,0,1,41.8,0.0,1,8,2,3,1,1,True,25.0
6017,41,1,1,82.0,0.74,1,7,2,3,1,1,True,54.0
6275,34,1,1,59.29,0.0,0,0,1,0,0,1,True,823.0
4009,40,1,1,63.2,0.0,1,7,2,3,1,2,False,2890.0
2648,49,1,1,186.14,0.0,1,2,3,3,0,1,True,456.0
1431,56,0,1,936.0,254.0,0,10,1,3,1,1,False,119.0
5195,53,1,1,374.36,0.0,0,1,1,3,0,1,False,1751.0
7213,58,0,1,704.06,0.0,1,1,1,1,0,1,True,426.0
2588,35,0,1,52.8,0.0,3,8,2,3,1,1,True,1755.0
5687,34,0,1,48.0,0.0,0,7,2,3,1,1,False,698.0
6372,35,1,1,14.4,0.0,3,2,2,3,1,2,False,806.0
90,38,0,1,921.6,0.0,0,8,1,3,0,1,True,691.0
4427,28,1,1,56.25,0.0,3,10,2,3,1,1,False,33.0
747,28,0,1,37.5,0.22,1,8,2,3,1,0,True,241.0
102,39,1,1,893.52,534.48,0,7,1,3,1,1,False,913.0
7096,40,1,1,56.5,13.56,3,8,2,3,1,1,True,452.0
1971,30,1,0,66.5,94.32,0,8,2,3,1,1,False,281.0
2084,50,1,1,246.62,0.0,0,3,1,0,0,1,True,3007.0
4592,32,1,1,76.0,0.0,0,8,2,3,1,1,False,2800.0
82,41,1,1,19.32,0.0,1,2,2,3,1,1,True,603.0
325,39,0,0,32.58,0.0,3,2,2,1,1,1,False,1035.0
4246,45,0,1,38.1,10.71,1,8,2,3,1,1,True,1285.0
7177,24,1,1,24.0,17.92,1,7,2,1,1,1,True,181.0
2341,42,0,1,19.89,0.0,0,3,2,3,1,1,True,934.0
5486,32,1,1,188.0,0.0,0,1,1,0,0,2,True,444.0
5837,32,0,1,118.5,4.5,1,8,3,3,1,2,True,332.0
5205,38,1,1,24.48,0.0,3,2,2,3,1,1,False,563.0
1342,60,0,1,101.5,0.13,0,7,2,3,1,1,False,2297.0
1303,35,1,1,1068.0,0.0,0,8,1,0,0,1,True,637.0
7291,55,1,1,26.5,0.0,1,0,2,3,1,1,True,789.0
4769,39,0,1,35.0,0.0,1,7,2,1,1,1,True,666.0
7785,41,1,1,665.62,0.0,0,1,1,1,0,1,True,390.0
6359,65,1,1,72.6,0.0,3,7,2,3,1,1,True,180.0
7657,26,1,1,14.11,0.0,0,0,3,0,1,2,True,326.0
6926,44,1,1,39.2,0.0,0,7,2,3,1,1,False,1582.0
4847,48,1,1,826.9,0.0,2,1,1,1,0,2,False,3011.0
6084,37,0,1,20.7,1.15,1,2,2,3,1,1,True,424.0
6245,34,1,1,88.0,0.0,1,8,2,3,1,1,True,273.0
7,37,1,1,48.5,0.0,1,8,2,3,1,1,True,641.0
3906,30,1,1,174.9,33.7,2,7,0,3,1,2,True,697.0
6488,45,0,1,65.32,0.0,0,2,2,3,1,1,False,3500.0
5301,26,0,1,37.0,0.0,0,8,2,3,1,1,True,453.0
740,40,0,1,24.58,0.0,0,2,2,1,1,1,False,974.0
2047,35,1,1,789.6,1773.92,0,9,1,3,1,1,False,95.0
2097,41,0,1,232.78,0.0,0,0,1,1,0,2,True,454.0
2347,46,1,1,55.0,0.0,1,7,2,3,1,2,True,212.0
5483,37,0,1,21.1,0.0,3,2,2,3,1,1,False,1385.0
3246,41,1,1,1279.2,0.0,1,7,1,3,1,1,False,291.0
3854,48,0,1,71.0,26.51,2,8,2,1,1,1,False,644.0
4440,35,1,1,61.1,0.0,2,8,2,3,1,1,True,579.0
5108,45,1,1,424.51,0.0,0,3,2,1,0,1,True,651.0
1881,41,0,1,46.2,0.0,1,7,2,3,1,1,False,3378.0
4437,50,1,1,67.76,0.0,2,2,2,3,1,2,True,956.0
4397,47,0,1,37.65,1.12,1,2,2,3,1,1,True,363.0
3744,36,1,1,267.27,0.0,1,2,1,1,0,2,False,2742.0
1088,26,0,1,60.0,0.0,1,8,2,3,1,1,True,1015.0
4955,37,1,1,37.4,0.0,0,7,2,3,1,2,False,2616.0
5787,31,0,1,25.5,0.01,1,7,2,1,1,1,True,243.0
3870,49,0,1,26.09,0.0,1,2,2,3,1,1,False,425.0
6018,47,1,1,57.5,0.28,1,7,2,3,0,1,True,546.0
1493,49,1,1,1137.5,0.0,0,7,2,0,0,1,False,2987.0
6567,43,1,1,34.62,1.81,1,2,2,3,1,1,False,2159.0
6463,34,0,1,504.0,0.0,0,8,1,3,1,1,False,2159.0
7358,27,0,1,12.5,20.81,0,7,2,1,0,1,True,2761.0
727,33,1,1,34.8,1.16,2,8,2,3,1,2,True,56.0
4226,39,0,1,126.0,147.04,1,7,2,0,1,1,False,2133.0
1689,31,0,1,39.0,0.0,1,8,2,3,1,1,True,1122.0
424,41,0,1,78.17,0.0,3,2,3,3,1,2,True,483.0
1611,38,1,1,36.4,0.0,1,8,2,3,1,1,True,607.0
7234,34,1,1,23.72,0.0,1,2,2,3,1,1,False,760.0
4322,35,0,1,52.0,0.0,1,7,2,3,1,1,False,292.0
2473,35,1,1,26.32,1.04,1,2,2,0,1,2,True,225.0
2171,36,1,1,46.2,10.6,0,7,2,3,0,1,True,151.0
5768,42,1,1,85.0,0.0,1,7,2,3,1,1,True,1490.0
7684,23,0,0,378.0,0.0,0,7,1,3,0,2,True,377.0
5024,43,0,1,110.0,6.42,3,8,2,3,1,1,False,1613.0
7423,32,1,1,19.02,0.44,0,2,2,3,1,1,False,2389.0
5321,41,0,1,30.8,0.0,1,7,2,3,1,1,True,1796.0
3170,36,1,1,33.0,0.22,1,7,2,1,1,2,True,1413.0
4710,45,1,1,58.8,0.0,1,8,2,3,1,1,False,3347.0
330,21,1,1,37.0,0.0,1,8,2,3,1,0,True,272.0
534,38,0,1,76.8,0.37,1,8,2,1,1,1,False,1094.0
4924,26,1,1,30.4,0.0,1,8,2,3,1,0,True,1366.0
1824,30,1,1,32.0,0.0,1,8,2,3,1,0,True,148.0
3273,27,0,1,37.0,0.69,2,8,2,3,1,1,True,216.0
6506,28,1,1,193.32,0.0,0,1,1,0,0,0,True,1201.0
5389,38,0,1,48.0,0.46,1,8,2,3,1,1,True,783.0
1496,32,1,1,73.8,1.27,2,8,2,3,1,1,True,682.0
3795,29,0,1,12.65,0.0,0,2,2,0,1,1,True,2402.0
2881,31,0,1,748.8,954.2,0,8,1,3,1,1,False,395.0
3844,29,0,1,38.0,4.83,1,8,2,3,1,1,True,379.0
7114,33,0,1,47.0,0.0,0,7,2,3,1,1,True,43.0
756,18,1,1,27.17,0.0,1,7,2,3,1,0,True,151.0
887,33,0,1,852.0,0.0,0,8,1,3,1,1,True,391.0
7446,49,1,1,725.0,0.0,0,1,1,0,0,1,True,473.0
1102,51,0,1,70.2,14.5,0,7,2,3,0,1,True,409.0
2835,46,0,1,26.0,19.0,0,8,2,3,1,1,True,246.0
87,42,1,1,42.5,0.0,0,7,2,3,0,1,True,631.0
2948,27,0,1,19.01,0.0,0,2,2,3,1,1,False,3470.0
4174,42,0,1,532.8,18.23,0,8,1,3,0,1,True,545.0
6898,45,1,0,191.0,0.0,3,8,2,3,1,1,True,177.0
2162,48,0,1,19.32,0.0,0,2,2,3,1,1,True,453.0
26,31,1,1,74.0,0.0,1,8,2,3,1,1,True,438.0
6842,39,0,1,91.0,0.0,1,8,2,3,1,2,True,1759.0
6420,26,1,0,37.0,0.0,1,7,2,3,1,1,True,982.0
4552,30,1,1,40.0,0.0,1,8,2,3,1,1,True,832.0
4010,36,0,1,19.58,0.99,1,2,2,3,1,1,True,241.0
664,47,0,1,22.84,0.0,3,2,2,3,1,1,False,624.0
387,43,1,0,34.37,1.1,1,2,2,3,1,1,False,2420.0
6297,37,0,1,20.7,65.1,0,2,2,3,1,1,False,821.0
2954,24,0,1,36.0,0.0,1,8,2,3,1,1,True,560.0
3943,30,0,1,19.17,0.0,0,3,2,3,1,1,True,714.0
7105,30,0,1,30.6,0.0,0,7,2,3,1,1,True,758.0
4856,48,0,1,40.8,0.0,1,7,2,3,1,1,False,2830.0
2771,51,1,1,42.9,0.0,0,7,2,3,0,1,True,2403.0
2090,41,1,1,41.0,0.0,0,7,2,3,1,1,True,662.0
983,36,1,1,19.42,0.0,1,2,2,3,1,1,True,1092.0
1818,67,0,1,4606.97,0.0,1,1,1,0,0,1,False,1681.0
5708,38,1,1,52.0,0.0,0,8,2,3,1,1,True,867.0
420,31,0,1,35.7,0.97,3,7,2,3,0,2,True,404.0
7912,18,0,1,600.0,1660.29,1,8,1,3,0,1,False,1035.0
3041,44,0,1,36.0,8.42,2,8,2,3,1,1,True,10.0
6778,49,1,1,59.4,0.0,1,8,2,3,1,2,True,179.0
2222,30,1,1,19.05,0.0,1,2,2,3,1,1,True,862.0
2190,32,0,0,38.0,113.53,0,7,2,0,1,1,False,1557.0
3650,39,0,1,80.8,19.2,0,8,2,0,0,1,True,88.0
2040,50,0,1,28.0,0.01,1,7,2,3,1,1,True,210.0
2513,47,1,1,114.0,0.0,0,7,2,3,1,1,False,2693.0
1291,39,0,1,28.0,0.0,0,7,2,3,1,1,True,210.0
4067,29,1,1,266.18,0.0,1,2,1,3,1,1,True,340.0
195,36,1,1,52.17,0.28,1,8,2,3,1,1,True,256.0
2275,35,1,1,21.05,0.0,1,2,2,3,1,1,True,636.0
939,38,0,1,33.6,0.0,1,8,2,3,1,1,True,333.0
7193,44,1,0,64.4,0.0,1,7,2,3,1,2,True,106.0
2614,41,1,1,41.0,0.0,1,7,2,3,1,1,True,2448.0
6231,23,0,1,49.7,0.0,1,8,2,3,1,1,True,333.0
1364,30,0,1,30.6,0.0,1,7,2,3,1,1,True,287.0
6046,50,1,1,68.0,0.0,1,7,2,3,1,2,True,2431.0
814,30,0,1,25.5,0.01,3,7,2,3,1,2,False,2647.0
2146,39,1,1,53.0,97.0,0,8,2,3,1,2,False,496.0
3554,41,1,1,984.0,115.22,0,7,1,0,0,2,True,3717.0
292,43,1,1,316.95,3.62,1,1,1,0,0,2,True,399.0
4944,45,1,1,774.19,0.0,3,2,1,3,1,1,True,357.0
1016,44,1,1,1164.0,6.0,1,7,1,0,1,1,True,491.0
4850,33,0,1,71.0,0.7,1,8,2,3,1,1,True,127.0
4080,49,0,1,75.5,0.0,1,8,2,3,1,1,False,3781.0
1535,45,0,1,76.2,0.0,0,8,2,3,1,1,False,1779.0
6369,36,1,1,45.86,70.0,0,2,2,1,0,1,True,580.0
3856,36,0,1,24.0,1.38,1,7,2,3,1,1,True,89.0
2327,33,1,1,576.0,0.0,1,7,1,3,1,2,False,425.0
6315,41,0,1,23.1,26.9,0,7,2,3,1,1,True,354.0
3309,38,0,1,86.0,0.0,1,8,2,3,1,1,True,1574.0
2920,24,1,1,22.5,1.65,1,8,2,1,1,1,True,206.0
4679,20,0,1,23.8,5.51,1,8,2,3,1,1,True,908.0
1902,42,1,1,32.89,0.0,0,7,2,3,0,2,False,3408.0
491,46,1,1,283.89,4.01,0,3,1,3,1,1,False,2534.0
2902,26,0,1,78.56,0.0,0,0,1,0,0,0,True,392.0
1705,32,0,1,67.0,0.0,0,8,2,3,1,1,True,627.0
7711,31,1,1,40.5,0.0,1,8,2,1,1,2,True,636.0
6980,42,1,1,85.0,0.0,1,7,2,3,1,1,True,606.0
4999,43,1,1,65.5,0.01,1,8,2,3,1,0,True,786.0
5364,34,1,1,84.79,0.0,1,2,2,1,1,1,False,3001.0
6335,25,1,1,24.5,0.0,1,7,2,3,1,2,True,728.0
5893,33,0,1,47.0,1.0,0,7,2,3,1,1,False,1216.0
1643,33,1,1,81.0,0.0,0,8,2,3,1,1,False,1644.0
1015,44,0,1,48.0,34.41,3,8,2,3,1,2,True,1349.0
5239,29,1,1,267.57,0.0,1,1,1,0,0,0,True,793.0
3251,39,0,1,42.0,0.0,0,7,2,3,1,1,False,2693.0
5451,37,0,1,37.6,0.0,1,8,2,3,1,1,True,422.0
4247,51,1,1,214.5,0.0,1,7,3,1,0,1,True,602.0
3832,50,0,1,78.4,16.02,0,7,2,3,1,1,False,249.0
5541,42,0,1,39.0,0.84,1,7,2,1,1,1,True,1684.0
239,35,1,1,67.1,2.03,0,7,2,3,1,1,True,372.0
5561,37,0,1,47.0,0.02,0,8,2,3,1,1,False,1994.0
3457,44,1,1,37.38,0.0,0,2,2,3,1,1,False,1048.0
2824,26,0,1,51.8,0.0,1,9,2,3,1,1,False,97.0
7022,25,1,1,38.0,0.05,2,8,2,3,1,2,True,177.0
2782,48,0,1,99.4,0.0,0,8,2,3,1,1,False,2982.0
3553,22,0,1,21.0,11.98,1,8,2,3,1,1,True,853.0
1929,36,1,1,19.42,0.0,4,2,2,3,1,1,True,1087.0
1874,55,1,1,50.6,0.0,0,8,2,3,1,1,True,55.0
2310,28,1,1,38.25,0.54,1,7,2,3,1,2,True,298.0
6570,51,1,1,42.9,0.04,1,7,2,3,1,1,True,182.0
7112,40,1,1,31.6,0.07,0,7,2,3,1,1,True,998.0
2605,44,0,1,36.0,0.3,1,8,2,3,1,1,True,605.0
3141,31,0,1,258.0,0.0,1,7,0,1,1,1,True,2464.0
6032,29,1,1,55.3,0.0,1,8,2,3,1,1,True,756.0
4812,26,1,1,24.5,0.0,1,7,2,3,1,2,True,302.0
5712,30,1,1,19.05,0.0,3,2,2,3,1,2,True,1625.0
151,31,1,1,74.0,0.0,1,8,2,3,1,1,True,2129.0
3748,27,1,1,31.2,1.2,2,8,2,3,1,2,True,52.0
6933,51,1,1,999.15,0.0,0,3,1,0,0,0,True,1255.0
5267,34,1,1,24.0,0.01,1,7,2,3,1,0,True,280.0
6441,47,1,1,20.51,0.0,1,3,2,3,1,1,True,847.0
5213,42,0,1,33.3,21.36,1,8,2,3,1,0,True,698.0
6639,53,1,1,98.4,16.67,1,7,2,3,1,1,True,394.0
162,41,1,1,18.17,0.0,0,2,2,1,1,0,False,1000.0
7707,47,0,1,37.65,0.0,0,2,2,3,1,1,False,1020.0
3049,31,1,1,23.29,0.86,4,2,2,3,1,1,True,667.0
7276,51,0,1,58.5,1.64,0,7,2,3,1,1,True,154.0
946,46,1,1,258.32,0.0,1,2,2,1,1,2,True,78.0
6301,21,0,1,34.5,0.03,1,8,2,3,1,1,False,548.0
7371,49,1,1,36.0,0.11,2,8,2,3,1,1,True,1479.0
6222,30,0,1,223.48,0.0,0,4,1,3,1,1,False,91.0
1952,33,1,1,972.0,0.0,1,8,1,3,1,1,True,498.0
825,33,1,1,43.5,0.0,1,8,2,3,1,1,False,3500.0
419,32,1,1,49.2,0.0,1,9,2,3,1,1,False,97.0
6449,25,1,1,53.2,34.99,1,8,2,3,1,1,True,346.0
323,34,0,1,864.0,0.0,1,7,1,3,1,1,False,1186.0
1698,37,0,1,36.48,0.2,1,7,2,3,1,2,True,56.0
4720,39,0,1,50.5,0.0,1,8,2,3,1,1,True,1893.0
1035,29,0,1,1230.0,168.0,1,7,1,0,0,1,True,522.0
3766,40,1,1,19.89,0.0,1,0,2,3,1,1,True,617.0
1136,43,0,1,76.7,0.93,0,8,2,3,1,1,True,203.0
4132,35,1,1,26.0,0.0,1,7,2,3,1,1,True,116.0
1648,34,1,1,44.0,1.99,4,8,2,3,1,2,False,2693.0
2591,27,0,1,37.0,0.0,1,8,2,3,1,1,True,2847.0
4706,31,0,1,468.0,7.72,1,8,1,3,1,1,False,379.0
3735,46,1,1,174.43,0.0,1,0,0,1,0,2,True,284.0
546,41,0,1,312.68,0.0,1,2,1,0,0,1,True,448.0
4086,38,1,1,70.0,0.0,0,7,2,3,0,1,True,133.0
1273,36,1,1,24.6,0.0,1,2,2,3,1,1,False,760.0
1908,57,0,1,511.45,0.0,1,1,1,1,0,1,True,1185.0
6117,61,1,1,55.8,0.0,1,7,2,3,0,2,True,905.0
3649,25,0,1,58.0,0.0,1,8,2,3,1,2,True,801.0
100,27,1,1,46.2,0.0,1,8,2,3,1,1,True,256.0
7084,36,1,1,1353.24,20.76,2,7,1,0,1,1,True,2431.0
1758,29,1,1,39.5,0.0,1,8,2,3,1,1,True,1067.0
3765,46,1,1,76.5,0.0,1,8,2,3,1,1,True,456.0
5655,34,1,0,45.82,0.0,1,2,2,3,1,1,False,1369.0
7004,65,1,0,2772.5,0.0,2,0,0,1,0,1,True,55.0
2036,40,1,1,31.6,0.55,1,7,2,3,1,2,False,1232.0
4621,28,1,1,468.0,165.98,1,8,1,3,1,1,True,652.0
7497,48,0,1,35.5,0.0,3,8,2,3,1,1,False,1043.0
2596,48,1,1,108.12,40.88,3,8,2,3,1,1,True,560.0
4970,33,1,1,43.5,0.0,1,8,2,3,1,1,True,250.0
3841,29,1,1,21.2,0.0,3,7,2,3,1,2,True,150.0
3401,47,0,1,259.66,0.0,1,3,1,0,0,1,True,442.0
5601,41,1,1,70.2,79.8,0,8,2,3,1,1,True,263.0
7152,33,1,1,266.56,0.0,1,2,1,3,0,1,True,129.0
793,37,1,1,17.0,76.56,0,7,2,0,1,1,True,91.0
1592,47,1,1,47.7,0.0,0,8,2,0,1,1,False,4313.0
3440,57,0,1,46.8,0.0,0,8,2,3,1,1,True,907.0
6063,50,0,1,1413.0,17.17,1,8,1,3,0,2,True,485.0
4650,44,1,1,20.31,0.0,0,2,2,3,1,2,True,715.0
4742,39,0,1,40.4,1.95,0,8,2,3,1,1,False,2404.0
7449,38,1,1,69.6,0.0,1,3,3,1,0,2,True,49.0
3300,32,0,1,39.5,2.8,1,8,2,3,1,1,True,714.0
1172,29,0,1,282.53,0.0,0,2,1,3,0,1,True,322.0
3771,31,1,1,19.04,0.0,1,0,2,3,1,1,True,1653.0
4522,30,1,1,42.4,20.01,1,7,2,3,1,1,True,576.0
1305,53,0,1,66.5,3.81,1,7,2,3,1,2,True,208.0
4434,39,1,1,23.03,0.0,0,2,2,3,1,2,False,1035.0
1544,43,1,1,72.05,0.69,0,8,2,3,0,1,True,1018.0
404,36,1,1,63.0,0.0,1,7,2,3,1,1,False,2662.0
1406,28,1,0,19.03,0.91,3,2,2,3,1,1,True,836.0
1063,59,0,1,63.27,0.0,0,3,2,1,1,1,False,616.0
3794,48,1,1,2064.0,0.0,0,8,1,3,1,1,False,441.0
6706,43,1,1,55.8,0.0,1,7,2,3,1,1,True,416.0
2855,47,0,1,1440.0,0.0,3,10,1,3,1,1,False,125.0
4279,40,0,1,77.25,0.09,1,8,2,3,1,1,False,1201.0
1178,41,0,1,70.0,0.0,1,7,2,3,1,1,True,1455.0
2131,37,0,1,37.6,0.37,1,8,2,3,1,1,True,849.0
7042,33,0,1,41.5,0.0,0,8,2,0,1,1,False,1392.0
2631,30,0,1,64.0,44.87,2,8,2,3,0,1,True,778.0
3379,47,1,1,80.5,0.88,1,7,2,3,1,2,True,392.0
7661,46,1,1,107.1,44.9,0,8,2,1,1,1,False,1259.0
3370,37,1,1,34.0,0.09,1,7,2,3,1,1,True,850.0
13,36,1,1,63.0,30.19,2,7,2,3,1,1,False,3196.0
7373,29,1,1,14.1,0.0,1,2,2,3,1,1,False,1063.0
1809,27,0,1,212.57,14.18,0,2,1,1,0,1,True,544.0
4215,43,1,1,54.83,2.5,3,7,2,3,1,1,True,323.0
7362,38,1,1,41.6,12.4,0,8,2,3,1,2,True,179.0
1924,41,1,1,117.0,6.07,1,8,2,3,1,2,True,333.0
882,51,1,1,28.6,1.15,1,7,2,3,1,0,True,180.0
6637,46,1,1,660.0,0.41,1,7,1,3,1,1,True,500.0
3495,40,0,1,780.0,267.83,1,7,1,3,1,1,True,527.0
4256,47,1,1,257.88,0.0,0,1,1,3,1,1,False,425.0
7338,46,0,1,21.41,0.0,1,2,2,3,1,1,True,240.0
2926,44,0,1,56.72,0.0,3,2,3,3,0,1,True,671.0
5791,47,1,1,39.75,0.01,0,8,2,3,1,1,True,195.0
4084,31,0,1,66.0,0.0,0,8,2,3,1,1,True,32.0
305,50,0,1,28.0,4.09,4,7,2,3,1,2,False,2677.0
2563,56,1,1,3749.6,0.0,0,0,1,0,0,1,True,3033.0
4977,42,1,1,42.5,56.5,0,7,2,3,1,2,True,406.0
55,31,1,1,631.8,77.68,0,8,1,3,1,2,False,339.0
1961,34,0,1,42.0,2.42,4,8,2,3,1,2,True,466.0
4818,51,1,1,46.55,0.0,1,3,2,3,1,1,False,364.0
4399,53,0,1,34.58,0.05,1,7,2,3,1,1,True,874.0
4733,36,1,1,59.4,0.0,1,7,2,3,1,2,True,2309.0
722,26,1,1,67.0,0.0,0,8,2,3,0,1,True,2452.0
7600,23,0,1,28.4,0.0,2,8,2,3,0,1,True,217.0
1128,26,1,1,638.4,0.0,3,8,1,3,1,1,True,494.0
1295,34,1,1,61.6,3.77,2,8,2,3,1,1,True,2071.0
5995,52,1,1,62.4,0.0,1,7,2,3,1,2,True,1339.0
364,42,1,1,28.97,1.03,1,2,2,3,1,2,True,1528.0
4504,62,1,1,4560.09,0.0,0,0,1,1,0,1,True,843.0
4228,24,1,1,12.0,68.7,0,7,2,0,1,0,True,91.0
2344,42,1,1,60.5,0.0,1,8,2,3,1,1,True,2408.0
5468,26,1,1,24.5,2.2,1,7,2,3,1,2,False,1369.0
2532,40,1,1,17.07,30.42,0,2,2,3,1,1,False,1020.0
4468,38,1,1,4021.15,0.0,1,2,1,1,0,1,True,6.0
6237,48,1,1,3475.78,0.0,0,1,1,1,0,2,False,412.0
2779,30,0,1,30.8,0.0,1,8,2,1,1,2,True,148.0
2139,45,0,1,56.0,0.0,0,7,2,3,1,1,False,2159.0
6439,43,0,1,21.59,0.0,1,2,2,0,1,1,True,476.0
6882,35,0,1,19.51,0.0,1,2,2,1,1,1,True,240.0
908,35,0,1,194.76,0.0,0,0,1,1,0,1,True,488.0
3511,36,1,1,189.0,0.15,2,7,3,3,1,1,True,355.0
6976,43,1,1,50.75,0.0,1,0,3,3,1,1,True,592.0
464,27,1,1,61.6,0.0,1,8,2,3,1,1,True,1259.0
156,43,0,1,77.0,2.88,0,7,2,3,0,1,True,147.0
2999,46,1,1,77.0,0.0,1,10,2,3,1,1,False,157.0
6285,35,0,1,24.0,0.0,1,7,2,3,1,1,True,998.0
4367,40,1,1,56.5,0.42,2,8,2,3,1,1,True,1306.0
4872,40,0,1,1032.0,0.0,0,8,1,3,1,1,False,913.0
1336,27,0,1,33.6,7.4,3,7,2,3,1,1,False,655.0
3318,31,1,1,1332.0,0.0,1,8,1,3,1,1,False,1690.0
16,42,0,1,31.2,0.0,3,7,2,3,1,1,True,482.0
2637,39,1,1,53.0,0.0,3,8,2,3,1,1,True,166.0
7380,32,1,1,41.0,0.0,1,8,2,3,1,2,True,238.0
1614,29,1,1,47.0,31.48,0,7,2,0,1,1,False,673.0
7723,38,1,1,1123.2,28.21,2,8,1,3,1,1,False,1629.0
4712,39,1,1,19.03,0.0,1,2,2,3,1,2,True,1145.0
6838,51,0,1,56.23,0.0,1,3,2,3,1,1,False,290.0
6437,40,1,1,1356.0,3683.03,0,9,1,3,1,1,False,96.0
5899,42,1,1,58.57,0.0,3,2,3,3,1,0,True,514.0
653,40,1,1,29.15,0.0,1,8,2,3,1,2,False,252.0
7312,30,0,1,15.4,23.78,0,8,2,3,1,2,False,3516.0
1025,22,0,1,35.0,42.58,3,9,2,3,1,1,False,63.0
6064,33,1,1,81.0,0.0,1,8,2,3,1,1,True,487.0
1461,30,1,1,64.0,0.0,1,8,2,3,1,2,True,2767.0
2780,38,1,1,280.0,1621.63,2,7,4,1,0,1,True,605.0
3817,45,1,1,607.64,0.0,1,4,1,3,1,1,False,30.0
3714,33,1,1,313.2,286.8,3,8,1,3,1,0,False,456.0
4141,21,0,1,28.53,0.01,1,8,2,3,1,1,True,271.0
595,49,1,1,72.0,0.0,0,8,2,3,1,2,True,420.0
6148,35,0,1,52.0,0.0,1,7,2,3,1,1,False,1856.0
914,53,0,1,35.91,0.0,1,7,2,3,1,1,True,293.0
2565,25,1,0,41.5,0.42,2,8,2,3,1,1,True,526.0
3260,35,0,1,44.0,0.0,1,8,2,3,1,1,True,1661.0
7220,36,0,1,71.2,2.2,0,8,2,3,1,2,True,970.0
4137,45,1,1,147.0,0.0,0,8,2,0,0,1,True,669.0
2515,56,1,1,106.0,2.96,0,8,2,3,1,2,True,346.0
6435,57,0,1,22.12,0.0,1,0,2,3,1,1,False,1324.0
4547,26,0,1,48.1,1.07,1,8,2,3,1,2,True,180.0
4341,38,1,1,36.4,0.0,1,8,2,3,1,1,True,10.0
5553,46,0,1,36.8,0.0,1,7,2,3,1,1,True,386.0
4033,32,1,1,61.5,0.0,0,8,2,3,1,1,False,2846.0
2487,30,1,1,19.05,0.0,1,2,2,1,1,1,True,575.0
1999,28,1,1,77.45,0.0,0,0,1,0,0,0,True,388.0
5887,27,0,1,37.0,0.49,2,8,2,3,1,1,True,182.0
5400,38,1,1,24.48,0.0,1,2,2,3,1,1,False,486.0
6174,32,1,1,57.4,3.97,2,8,2,3,0,1,True,869.0
2163,29,0,0,42.0,0.0,1,9,2,3,1,2,False,13.0
2319,29,1,1,37.1,0.0,1,7,2,3,1,2,True,361.0
408,27,1,1,68.0,0.0,0,8,2,3,1,1,True,181.0
3211,34,1,1,528.0,92.57,3,8,1,3,1,2,False,190.0
5371,38,0,1,86.0,0.0,1,8,2,3,1,1,True,341.0
3661,42,0,1,83.25,92.84,0,8,2,3,1,1,True,1808.0
6847,33,0,1,47.0,11.17,0,7,2,3,1,1,True,225.0
2747,41,1,1,81.9,0.0,1,8,2,3,1,1,True,3009.0
4932,30,1,1,40.0,0.0,1,8,2,1,1,2,True,1358.0
6863,37,1,1,94.0,3.0,1,8,2,3,1,2,False,2388.0
6631,51,0,1,307.75,0.0,1,3,1,1,0,1,False,349.0
6905,24,0,1,36.0,0.0,0,7,2,3,1,1,True,2371.0
2120,45,1,1,39.9,0.0,1,7,2,3,1,2,True,394.0
3885,25,0,1,36.5,0.29,1,8,2,3,1,1,True,49.0
1781,23,0,1,199.94,0.0,1,2,1,1,0,1,True,486.0
6676,25,1,1,24.5,54.23,0,7,2,3,1,1,True,1663.0
3234,36,0,1,44.5,5.4,0,8,2,3,1,1,True,585.0
6571,31,0,1,39.0,10.0,1,8,2,3,1,1,True,2169.0
7710,40,1,1,20.68,0.0,1,2,2,3,1,1,True,1853.0
2264,37,1,1,40.8,38.91,1,7,2,3,1,2,False,898.0
6273,37,0,1,32.0,0.0,1,7,2,3,1,1,True,1078.0
7759,47,0,1,69.0,0.0,0,8,2,3,1,1,False,1994.0
75,41,0,1,54.5,13.01,2,8,2,3,1,1,False,1048.0
3739,44,1,1,68.0,0.0,1,8,2,3,1,1,False,2952.0
1355,50,0,1,49.0,0.01,1,7,2,3,1,1,True,16.0
1094,35,1,1,29.14,0.0,2,8,2,3,1,2,True,180.0
1074,39,1,1,37.5,26.68,1,7,2,1,1,1,False,655.0
235,40,0,1,146.25,0.0,1,7,2,1,1,1,True,186.0
3078,41,1,1,23.82,0.0,1,3,2,3,1,1,True,962.0
1744,26,1,1,100.5,289.54,1,8,2,3,1,2,True,219.0
5629,40,0,1,30.24,0.0,1,7,2,3,1,2,True,168.0
